household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c,p_score,logit_p,in_support
2,처치,1,4,39,1621.59,676,280,840.31,0.0,0.0,0,104.49,43.0,40.0,201.86,5.0,4,1,1,4,3.6888794541139363,7.391778916993619,0.5182012715914627,0,0.0,0.4492132589593455,-0.20384995512289908,True
4,대조,0,3,27,1080.72,344,124,448.15000000000003,0.0,1.0,0,26.29,18.0,7.0,119.39,3.0,3,1,1,3,3.332204510175204,6.986307645880127,0.41467725220223556,0,1.0,0.18504516636867493,-1.482532755034147,True
6,처치,1,2,204,5084.92,94291,981,3255.76,0.0,3.0,0,237.16,107.0,84.0,406.07,22.0,2,1,1,2,5.3230099791384085,8.534231216404955,0.6402775264900923,0,3.0,0.9397651891404323,2.7473796066005156,True
16,대조,0,5,92,1471.45,81181,208,516.73,0.0,2.0,1,4.99,1.0,1.0,24.05,2.0,5,1,1,5,4.532599493153256,7.294682959091843,0.3511706140201842,0,2.0,0.6588877979855383,0.6583417976550834,True
17,처치,1,2,114,4582.07,286679,485,2304.69,0.0,4.0,1,274.44,93.0,61.0,485.42,8.0,2,1,1,2,4.74493212836325,8.430124358230577,0.5029800941495874,0,4.0,0.8580194532734561,1.7989367187107128,True
23,처치,1,23,90,2639.31,167212,335,1030.56,0.0,2.0,0,119.23,50.0,45.0,215.25,9.0,23,1,1,23,4.51085950651685,7.878651613489099,0.3904656898962229,0,2.0,0.6716885484623624,0.7158320583178194,True
25,처치,1,7,76,2739.2000000000003,15076,364,918.45,0.0,3.0,1,68.84,32.0,24.0,168.2,6.0,7,1,1,7,4.343805421853684,7.915786189419008,0.3352986273364486,0,3.0,0.6707108057233404,0.7114016794668758,True
26,대조,0,14,87,1515.7,799,376,1008.09,0.0,1.0,0,87.1,48.0,42.0,145.55,12.0,14,1,1,14,4.477336814478207,7.324292201057351,0.6650986342943854,0,1.0,0.682779668336387,0.7665756285756585,True
29,대조,0,9,59,1216.82,622,244,652.64,1.0,5.0,0,7.49,3.0,3.0,47.58,3.0,9,1,1,9,4.0943445622221,7.10481765409759,0.5363488437073684,1,5.0,0.27806008129299503,-0.954104710243907,True
31,대조,0,2,36,2551.47,189164,305,971.0500000000001,0.0,0.0,1,474.64,141.0,109.0,796.87,13.0,2,1,1,2,3.6109179126442243,7.844816796786597,0.38058452578317603,0,0.0,0.5925249956351609,0.3744134670278462,True
32,처치,1,8,100,2821.69,264070,355,895.51,0.0,5.0,0,97.71000000000001,51.0,45.0,251.11,7.0,8,1,1,8,4.61512051684126,7.9454456099672175,0.3173665427456595,0,5.0,0.5545150417956309,0.218930450705673,True
37,처치,1,9,45,2068.99,59398,97,564.92,0.0,1.0,0,140.75,37.0,14.0,302.88,8.0,9,1,1,9,3.828641396489095,7.635299055329871,0.2730414356763445,0,1.0,0.41625860701681583,-0.3381513459213672,True
38,대조,0,36,27,706.13,275,45,174.6,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,36,0,0,36,3.332204510175204,6.561214524523949,0.24726325180915695,0,1.0,0.09008883155685199,-2.312550776803267,False
39,대조,0,14,51,4175.06,13413,732,2137.36,0.0,4.0,1,182.22,80.0,75.0,433.4,8.0,14,1,1,14,3.9512437185814275,8.33712349727535,0.5119351578180912,0,4.0,0.6173778433406826,0.4784332582867419,True
41,처치,1,7,57,2306.31,1108,440,1372.45,0.0,0.0,0,191.14000000000001,70.0,68.0,332.94,7.0,7,1,1,7,4.060443010546419,7.743837622791851,0.5950847891220175,0,0.0,0.6811894654801001,0.7592434933575974,True
42,처치,1,4,70,1594.33,1096,432,969.59,0.0,2.0,1,110.03,64.0,52.0,166.54,8.0,4,1,1,4,4.2626798770413155,7.374835890370529,0.6081488775849417,0,2.0,0.6603522974437999,0.6648645651505312,True
45,대조,0,79,56,800.59,298,124,480.82,0.0,1.0,0,1.0,1.0,1.0,6.5,1.0,79,1,1,79,4.04305126783455,6.686597255202886,0.6005820707228419,0,1.0,0.2722374197623833,-0.9833003166159957,True
47,처치,1,12,93,1977.76,643,254,977.32,0.0,2.0,0,52.0,12.0,9.0,80.32000000000001,6.0,12,1,1,12,4.543294782270004,7.590225664877967,0.4941550036404822,0,2.0,0.6642450400061618,0.6822695093808215,True
49,처치,1,5,89,4985.2300000000005,369080,620,2168.76,0.0,3.0,1,290.93,96.0,77.0,542.66,15.0,5,1,1,5,4.499809670330265,8.51443539218124,0.43503709959219533,0,3.0,0.8398960552584437,1.65745488150619,True
51,처치,1,3,72,2543.39,1078,340,1052.1200000000001,0.0,3.0,0,52.36,13.0,13.0,202.96,7.0,3,1,1,3,4.290459441148391,7.841646214597271,0.41366837174007925,0,3.0,0.5677500846260848,0.2726774012578831,True
55,처치,1,1,111,820.25,337,127,336.89,0.0,3.0,1,58.160000000000004,16.0,16.0,117.45,15.0,1,1,1,1,4.718498871295094,6.710827569798821,0.4107162450472417,0,3.0,0.5558419769121032,0.22430363269954054,True
56,대조,0,5,158,5143.57,10465,725,2260.76,2.0,1.0,1,310.29,110.0,94.0,732.01,23.0,5,1,1,5,5.0689042022202315,8.545697068487799,0.43953129830059673,1,1.0,0.9589106564714875,3.150049100984712,True
57,처치,1,6,146,2434.9900000000002,103083,308,1119.2,0.0,3.0,1,59.58,35.0,28.0,274.48,21.0,6,1,1,6,4.990432586778736,7.79810852373105,0.45963227775062726,0,3.0,0.8464338856527757,1.7069009086795754,True
