household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c,p_score,logit_p,in_support,pair_id
485,대조,0,2.0,21.0,580.5,69282.0,5.0,10.0,0.0,0.0,1,2.0,1.0,1.0,251.92000000000002,6.0,2.0,1,1,2.0,3.091042453358316,6.365610971958719,0.017226528854435832,0,0.0,0.10683950636994069,-2.1234385208806392,True,pair_220_485
563,대조,0,26.0,15.0,507.36,38007.0,1.0,1.25,0.0,0.0,0,0.0,0.0,0.0,87.47,1.0,26.0,0,1,26.0,2.772588722239781,6.231189858013869,0.0024637338379060233,0,0.0,0.08149527677025355,-2.4222019821433545,True,pair_2209_563
656,처치,1,1.0,17.0,1037.45,447.0,9.0,23.25,0.0,0.0,0,7.96,3.0,3.0,186.81,4.0,1.0,1,1,1.0,2.8903717578961645,6.945484495792144,0.022410718588847654,0,0.0,0.10791664384099507,-2.1122004639891094,True,pair_656_1316
688,처치,1,27.0,8.0,999.99,332.0,3.0,7.050000000000001,0.0,0.0,1,0.0,0.0,0.0,140.06,1.0,27.0,0,1,27.0,2.1972245773362196,6.90874478925533,0.007050070500705007,0,0.0,0.15391369270438554,-1.704229364157043,True,pair_688_733
697,처치,1,14.0,11.0,379.37,37174.0,2.0,5.16,0.0,0.0,0,10.47,3.0,3.0,165.28,4.0,14.0,1,1,14.0,2.4849066497880004,5.941144463207967,0.013601497219073728,0,0.0,0.06978542009647563,-2.5899901838017327,True,pair_697_938
706,처치,1,1.0,18.0,737.16,331.0,11.0,25.3,0.0,2.0,1,4.34,2.0,2.0,297.25,8.0,1.0,1,1,1.0,2.9444389791664403,6.604160603270301,0.034320907265722504,0,2.0,0.15420927911056187,-1.7019613190358256,True,pair_706_1896
716,대조,0,13.0,16.0,227.5,8888.0,1.0,3.99,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,13.0,0,0,13.0,2.833213344056216,5.43153621033426,0.01753846153846154,0,0.0,0.07973670689412081,-2.445929774199336,True,pair_1773_716
726,처치,1,7.0,17.0,504.59000000000003,239.0,2.0,12.49,0.0,0.0,0,0.0,0.0,0.0,221.7,8.0,7.0,0,1,7.0,2.8903717578961645,6.225726064156039,0.024752769575298757,0,0.0,0.08696507794868573,-2.3512674944636363,True,pair_726_1417
729,처치,1,47.0,2.0,26.54,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,47.0,0,0,47.0,1.0986122886681098,3.315639493300509,0.0,0,0.0,0.02341018503475768,-3.7308955369360186,True,pair_729_2429
733,대조,0,8.0,12.0,429.45,254.0,5.0,21.740000000000002,0.0,0.0,1,10.0,4.0,2.0,202.82,4.0,8.0,1,1,8.0,2.5649493574615367,6.064831173103964,0.05062288974269415,0,0.0,0.152764744334571,-1.713079288442026,True,pair_688_733
764,대조,0,13.0,15.0,480.22,18317.0,2.0,5.140000000000001,0.0,0.0,1,0.0,0.0,0.0,7.98,1.0,13.0,0,1,13.0,2.772588722239781,6.176324545996583,0.010703427595685312,0,0.0,0.1015361102202957,-2.1802720150371613,True,pair_2243_764
768,대조,0,1.0,79.0,1130.8700000000001,115357.0,1.0,2.5,0.0,1.0,1,0.0,0.0,0.0,284.9,21.0,1.0,0,1,1.0,4.382026634673881,7.031626411178998,0.002210687346909901,0,1.0,0.12842243338758005,-1.9149797737192893,True,pair_1790_768
876,처치,1,4.0,43.0,1118.17,62569.0,8.0,24.14,0.0,1.0,0,3.19,1.0,1.0,298.8,10.0,4.0,1,1,4.0,3.784189633918261,7.0203426181314,0.021588846060974626,0,1.0,0.12428483626222066,-1.9524648844998667,True,pair_876_1031
913,처치,1,8.0,8.0,209.20000000000002,76.0,7.0,21.6,0.0,1.0,0,13.4,4.0,4.0,108.22,4.0,8.0,1,1,8.0,2.1972245773362196,5.348059458442851,0.10325047801147227,0,1.0,0.16894365285775373,-1.5931323547003493,True,pair_913_1796
918,대조,0,90.0,1.0,143.61,71.0,1.0,2.79,0.0,3.0,0,0.0,0.0,0.0,236.43,5.0,90.0,0,1,90.0,0.6931471805599453,4.974040463626701,0.019427616461249214,0,3.0,0.12889695210041782,-1.9107470155204436,True,pair_1454_918
938,대조,0,10.0,4.0,512.1800000000001,243.0,2.0,4.6899999999999995,0.0,1.0,0,0.0,0.0,0.0,18.48,1.0,10.0,0,1,10.0,1.6094379124341003,6.2406266608207455,0.009156937014330898,0,1.0,0.06976358081091137,-2.5903266593071623,True,pair_697_938
1031,대조,0,3.0,23.0,775.9300000000001,65451.0,5.0,14.2,0.0,0.0,1,5.0,2.0,2.0,462.51,15.0,3.0,1,1,3.0,3.1780538303479458,6.655350256219202,0.018300619901279753,0,0.0,0.12549111806690663,-1.9414274672994098,True,pair_876_1031
1073,처치,1,10.0,12.0,293.42,120.0,2.0,6.28,0.0,1.0,0,3.49,1.0,1.0,173.59,6.0,10.0,1,1,10.0,2.5649493574615367,5.685007319329867,0.021402767364187853,0,1.0,0.06789412137807514,-2.619496958730673,True,pair_1073_1828
1165,대조,0,2.0,3.0,118.94,41.0,2.0,4.23,0.0,0.0,0,6.78,2.0,1.0,140.04,4.0,2.0,1,1,2.0,1.3862943611198906,4.786991617740363,0.0355641499915924,0,0.0,0.0439437077273964,-3.079907349454108,True,pair_1429_1165
1266,처치,1,5.0,12.0,131.07,80.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,26.990000000000002,8.0,5.0,0,1,5.0,2.5649493574615367,4.883332085055713,0.0,0,2.0,0.032669041214019534,-3.388112812451892,True,pair_1266_1761
1287,처치,1,2.0,21.0,369.19,228.0,6.0,15.99,2.0,2.0,0,6.78,2.0,2.0,73.7,4.0,2.0,1,1,2.0,3.091042453358316,5.914016387348839,0.04331103225981202,1,2.0,0.1460540138390662,-1.7658914326405686,True,pair_1287_2457
1301,처치,1,11.0,15.0,195.39,74.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,56.76,6.0,11.0,0,1,11.0,2.772588722239781,5.280102478127132,0.0,0,2.0,0.04357709953449644,-3.0886684074070976,True,pair_1301_2483
1316,대조,0,16.0,10.0,532.21,193.0,1.0,3.39,0.0,2.0,1,5.6899999999999995,2.0,2.0,201.62,3.0,16.0,1,1,16.0,2.3978952727983707,6.278915342817359,0.006369666109242592,0,2.0,0.10800621499059859,-2.1112703933997405,True,pair_656_1316
1333,대조,0,1.0,26.0,1329.77,537.0,5.0,11.5,0.0,0.0,1,20.94,6.0,4.0,486.05,7.0,1.0,1,1,1.0,3.295836866004329,7.193513001058848,0.00864811207953255,0,0.0,0.13710030761351194,-1.8395856227440748,True,pair_1524_1333
1354,대조,0,12.0,14.0,325.39,19441.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,113.43,4.0,12.0,0,1,12.0,2.70805020110221,5.7880929853657195,0.0,0,0.0,0.07194763570807328,-2.5571495856469606,True,pair_36_1354
1417,대조,0,1.0,18.0,1037.94,84523.0,3.0,6.5,0.0,0.0,0,0.0,0.0,0.0,575.77,8.0,1.0,0,1,1.0,2.9444389791664403,6.945956241597301,0.006262404377902383,0,0.0,0.08668902745906105,-2.354749109583097,True,pair_726_1417
1429,처치,1,1.0,11.0,93.94,66.0,1.0,1.67,0.0,0.0,1,6.0,3.0,2.0,26.86,4.0,1.0,1,1,1.0,2.4849066497880004,4.553245113123172,0.017777304662550564,0,0.0,0.043968774793263984,-3.079310856669879,True,pair_1429_1165
1438,처치,1,2.0,6.0,318.33,120.0,2.0,5.78,0.0,0.0,1,0.0,0.0,0.0,133.24,2.0,2.0,0,1,2.0,1.9459101490553132,5.766225050834909,0.01815725819118525,0,0.0,0.07687207376195591,-2.4856251626896646,True,pair_1438_1900
