household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c,p_score,logit_p,in_support
2,대조,0,24.0,7.0,330.69,142.0,1.0,2.69,0.0,1.0,0,0.0,0.0,0.0,130.89000000000001,1.0,24.0,0,1,24.0,2.0794415416798357,5.804200797774708,0.008134506637636457,0,1.0,0.014192941134450143,-4.240715916988217,True
3,대조,0,6.0,3.0,75.5,59.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,22.53,1.0,6.0,0,1,6.0,1.3862943611198906,4.33729074083249,0.0,0,3.0,0.0021988067146135257,-6.117639240580173,False
4,대조,0,19.0,4.0,141.93,52.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0,0,19.0,1.6094379124341003,4.962354999921024,0.0,0,1.0,0.0038198530032185845,-5.563716170662955,False
6,대조,0,5.0,35.0,715.74,320.0,1.0,3.14,0.0,4.0,0,0.0,0.0,0.0,293.01,17.0,5.0,0,1,5.0,3.58351893845611,6.574713152800089,0.004387067929695141,0,4.0,0.05393191813871552,-2.8645920586936056,True
7,대조,0,2.0,12.0,510.22,263.0,6.0,15.68,0.0,4.0,1,19.86,7.0,7.0,491.67,6.0,2.0,1,1,2.0,2.5649493574615367,6.236800025928689,0.030731841166555602,0,4.0,0.09174730491623813,-2.292484526140523,True
16,대조,0,18.0,4.0,48.160000000000004,22.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,11.44,3.0,18.0,0,1,18.0,1.6094379124341003,3.8950802846978343,0.0,0,2.0,0.0020812596874178048,-6.172698521113041,False
17,대조,0,6.0,9.0,562.13,264.0,0.0,0.0,0.0,5.0,1,0.0,0.0,0.0,48.55,1.0,6.0,0,1,6.0,2.302585092994046,6.3335105073464915,0.0,0,5.0,0.0721291354748931,-2.5544345077053716,True
23,대조,0,1.0,13.0,280.06,88.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,124.71000000000001,7.0,1.0,0,1,1.0,2.6390573296152584,5.638568169672599,0.0,0,3.0,0.011541954433173233,-4.450157590821095,False
25,대조,0,1.0,14.0,486.97,191.0,7.0,7.76,0.0,4.0,1,0.0,0.0,0.0,184.91,10.0,1.0,0,1,1.0,2.70805020110221,6.190253928553621,0.015935273220116227,0,4.0,0.06561803154724048,-2.656034785100255,True
26,대조,0,5.0,14.0,149.39000000000001,104.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,133.4,7.0,5.0,0,1,5.0,2.70805020110221,5.013231919943522,0.0,0,1.0,0.0036635246915720184,-5.605659312667848,False
27,대조,0,5.0,66.0,904.55,537.0,0.0,0.0,0.0,7.0,1,1.0,1.0,1.0,423.42,37.0,5.0,1,1,5.0,4.204692619390966,6.808542493910545,0.0,0,6.0,0.16063262293767885,-1.6535285730520932,True
28,대조,0,5.0,18.0,333.11,125.0,0.0,0.0,0.0,4.0,0,2.67,1.0,1.0,148.72,6.0,5.0,1,1,5.0,2.9444389791664403,5.811470280073118,0.0,0,4.0,0.018684479360591772,-3.961200840974747,True
29,대조,0,12.0,4.0,56.56,30.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,45.92,5.0,12.0,0,1,12.0,1.6094379124341003,4.052827882019167,0.0,0,5.0,0.0025024447807583594,-5.987981531520223,False
32,대조,0,5.0,14.0,508.82,231.0,1.0,2.5,0.0,6.0,0,1.89,1.0,1.0,134.17000000000002,4.0,5.0,1,1,5.0,2.70805020110221,6.234057722243505,0.0049133288785818165,0,6.0,0.050873880609545556,-2.9261920461648065,True
36,대조,0,4.0,37.0,968.72,432.0,9.0,60.92,0.0,3.0,0,51.86,25.0,8.0,465.77,18.0,4.0,1,1,4.0,3.6375861597263857,6.877007370033357,0.06288710876207779,0,3.0,0.18147021001106145,-1.5064182839181366,True
37,대조,0,18.0,13.0,452.46999999999997,10152.0,2.0,3.0,0.0,2.0,0,0.0,0.0,0.0,261.41,6.0,18.0,0,1,18.0,2.6390573296152584,6.116929115217096,0.006630273830309192,0,2.0,0.023920129833086397,-3.708824060379954,True
38,대조,0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0,0,90.0,0.0,0.0,0.0,0,1.0,1.457237242128024e-05,-11.136368549345034,False
39,처치,1,2.0,14.0,717.23,306.0,5.0,10.0,0.0,4.0,1,0.0,0.0,0.0,324.0,3.0,2.0,0,1,2.0,2.70805020110221,6.576789852013997,0.013942528895891136,0,4.0,0.10049807270527443,-2.1917026457639235,True
41,대조,0,1.0,12.0,576.44,232.0,13.0,31.07,0.0,1.0,0,46.99,29.0,17.0,249.58,5.0,1.0,1,1,1.0,2.5649493574615367,6.358604540894478,0.05389979876483242,0,1.0,0.054564715521410595,-2.852258001958617,True
42,대조,0,6.0,10.0,213.8,168.0,3.0,5.37,0.0,3.0,1,20.65,11.0,9.0,194.99,8.0,6.0,1,1,6.0,2.3978952727983707,5.36970736263471,0.02511693171188026,0,3.0,0.024645540966550642,-3.678204962383467,True
43,대조,0,4.0,3.0,13.59,10.0,0.0,0.0,0.0,5.0,1,0.0,0.0,0.0,24.15,5.0,4.0,0,1,4.0,1.3862943611198906,2.6803363625346943,0.0,0,5.0,0.0006847466428754514,-7.285776671345228,False
45,대조,0,59.0,1.0,6.5,4.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,59.0,0,0,59.0,0.6931471805599453,2.0149030205422647,0.0,0,1.0,0.0001367434453076109,-8.897267296952442,False
47,대조,0,14.0,12.0,197.23,73.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,101.53,6.0,14.0,0,1,14.0,2.5649493574615367,5.28942797270212,0.0,0,3.0,0.008618075064144045,-4.7452381042481555,False
48,대조,0,7.0,6.0,137.28,44.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,71.04,1.0,7.0,0,1,7.0,1.9459101490553132,4.929280615053424,0.0,0,2.0,0.00692108835170883,-4.966237095290056,False
