household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c,p_score,logit_p,in_support,pair_id
3,대조,0,15.0,13.0,966.58,566.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,321.65,3.0,15.0,0,1,15.0,2.6390573296152584,6.874798108824029,0.0,0,0.0,0.066099821565106,-2.6482035097947927,True,pair_732_3
8,처치,1,5.0,17.0,693.01,318.0,1.0,3.89,0.0,0.0,1,7.78,2.0,2.0,412.8,8.0,5.0,1,1,5.0,2.8903717578961645,6.5424863696248945,0.005613194614796323,0,0.0,0.06820146767279636,-2.614650539540393,True,pair_8_524
38,처치,1,2.0,4.0,46.86,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9.77,1.0,2.0,0,1,2.0,1.6094379124341003,3.868280082480227,0.0,0,0.0,0.029738198280757678,-3.485133576919295,True,pair_38_1716
56,대조,0,4.0,33.0,1131.17,514.0,7.0,23.01,0.0,0.0,1,27.24,7.0,7.0,594.19,17.0,4.0,1,1,4.0,3.5263605246161616,7.031891424166185,0.020341770025725577,0,0.0,0.09724025120924132,-2.228271726253392,True,pair_2266_56
58,대조,0,1.0,40.0,1547.69,227657.0,8.0,24.02,0.0,0.0,1,27.040000000000003,6.0,6.0,678.53,25.0,1.0,1,1,1.0,3.713572066704308,7.345164691272807,0.015519903856715492,0,0.0,0.09556355632449316,-2.247520498178705,True,pair_754_58
73,대조,0,7.0,23.0,359.34,45398.0,8.0,17.87,0.0,0.0,0,4.59,1.0,1.0,326.56,18.0,7.0,1,1,7.0,3.1780538303479458,5.887048030187554,0.04973006066677799,0,0.0,0.12000302891437922,-1.9924014821015117,True,pair_1773_73
83,처치,1,5.0,10.0,129.03,20814.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,117.04,11.0,5.0,0,1,5.0,2.3978952727983707,4.867765193063229,0.0,0,0.0,0.03678084931860698,-3.2653036459393916,True,pair_83_1260
104,대조,0,2.0,15.0,542.46,310.0,7.0,4.64,0.0,0.0,1,29.1,40.0,29.0,912.35,17.0,2.0,1,1,2.0,2.772588722239781,6.29795610679675,0.008553626073811892,0,0.0,0.06824771714240097,-2.613923003388933,True,pair_1470_104
116,처치,1,7.0,13.0,72.96,35.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,48.75,7.0,7.0,0,1,7.0,2.6390573296152584,4.303524406518924,0.0,0,0.0,0.0296980123618271,-3.486527230782176,True,pair_116_1245
133,대조,0,9.0,10.0,546.67,224.0,12.0,14.14,0.0,0.0,1,0.0,0.0,0.0,189.33,7.0,9.0,0,1,9.0,2.3978952727983707,6.305672915777904,0.02586569594087841,0,0.0,0.09918168384205607,-2.2063502318372916,True,pair_288_133
138,처치,1,4.0,9.0,626.84,348.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,336.92,4.0,4.0,0,1,4.0,2.302585092994046,6.442285356936944,0.0,0,0.0,0.061134045912506,-2.7316037878833375,True,pair_138_2252
144,대조,0,2.0,17.0,422.28000000000003,192.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,395.8,13.0,2.0,0,1,2.0,2.8903717578961645,6.048033898595876,0.0,0,0.0,0.050291874983456816,-2.938311167648859,True,pair_2107_144
145,처치,1,17.0,12.0,262.05,104.0,1.0,20.0,0.0,0.0,0,5.0,2.0,2.0,109.98,3.0,17.0,1,1,17.0,2.5649493574615367,5.572344128176816,0.0763213127265789,0,0.0,0.18722902551395662,-1.4681167628157477,True,pair_145_1541
194,대조,0,14.0,13.0,284.52,9849.0,3.0,7.98,0.0,0.0,0,0.0,0.0,0.0,110.89,3.0,14.0,0,1,14.0,2.6390573296152584,5.654312079181905,0.02804723745255167,0,0.0,0.07865229615411663,-2.460800669951836,True,pair_993_194
209,대조,0,4.0,20.0,899.09,21193.0,4.0,17.46,0.0,0.0,1,7.38,2.0,2.0,579.48,5.0,4.0,1,1,4.0,3.044522437723423,6.802494758324644,0.019419635409135903,0,0.0,0.09462325288509214,-2.258447904206311,True,pair_1944_209
