household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c,p_score,logit_p,in_support
2,대조,0,5.0,6.0,290.33,117.0,7.0,20.43,0.0,0.0,0,7.17,3.0,2.0,110.07000000000001,2.0,5.0,1,1,5.0,1.9459101490553132,5.674456645274372,0.07036820170151208,0,0.0,0.09056312866451684,-2.3067784234208255,True
3,대조,0,3.0,10.0,726.7,416.0,10.0,26.48,0.0,0.0,0,7.890000000000001,5.0,2.0,178.16,2.0,3.0,1,1,3.0,2.3978952727983707,6.589888875353041,0.03643869547268474,0,0.0,0.1066202896436426,-2.1257378700787037,True
4,대조,0,2.0,8.0,344.31,85.0,5.0,21.560000000000002,0.0,0.0,0,12.98,3.0,3.0,78.71,6.0,2.0,1,1,2.0,2.1972245773362196,5.8444425643009605,0.0626179896023932,0,0.0,0.09400718542390762,-2.2656601550516315,True
6,대조,0,5.0,35.0,988.91,358.0,14.0,45.15,0.0,0.0,0,51.81,19.0,14.0,577.51,21.0,5.0,1,1,5.0,3.58351893845611,6.897614029905244,0.04565632868511796,0,0.0,0.10283478436131407,-2.1661163669260652,True
7,대조,0,6.0,5.0,159.23,77.0,5.0,14.45,0.0,0.0,1,15.0,7.0,6.0,200.88,3.0,6.0,1,1,6.0,1.791759469228055,5.076610283019789,0.09074923067261195,0,0.0,0.07073907171047386,-2.575391508304863,True
13,대조,0,6.0,43.0,1960.04,287915.0,17.0,52.3,0.0,0.0,1,19.43,12.0,9.0,771.48,19.0,6.0,1,1,6.0,3.784189633918261,7.581230223744561,0.026683128915736414,0,0.0,0.10054271354731716,-2.1912089187561854,True
14,처치,1,27.0,12.0,149.61,6576.0,3.0,6.39,0.0,0.0,0,10.11,6.0,6.0,395.99,20.0,27.0,1,1,27.0,2.5649493574615367,5.014693714223758,0.042711048726689384,0,0.0,0.07216550036947487,-2.5538912784843553,True
17,처치,1,5.0,26.0,975.35,61209.0,13.0,46.95,0.0,1.0,1,37.8,21.0,5.0,285.63,7.0,5.0,1,1,5.0,3.295836866004329,6.883821128686506,0.04813656636079356,0,1.0,0.6779827058756338,0.744516527494085,True
18,대조,0,8.0,20.0,1089.33,22907.0,14.0,39.27,0.0,0.0,1,19.75,13.0,6.0,441.77,9.0,8.0,1,1,8.0,3.044522437723423,6.99423568169654,0.03604968191457135,0,0.0,0.09360353342899634,-2.2704086783144906,True
19,대조,0,5.0,35.0,1008.07,37120.0,29.0,64.49,0.0,0.0,1,24.27,17.0,14.0,543.09,18.0,5.0,1,1,5.0,3.58351893845611,6.916784393566657,0.063973731982898,0,0.0,0.08863001277576553,-2.3304784029799768,True
20,대조,0,1.0,58.0,1138.15,89451.0,16.0,83.12,0.0,0.0,1,65.97,33.0,28.0,743.73,43.0,1.0,1,1,1.0,4.07753744390572,7.03803764924506,0.07303079558933356,0,0.0,0.08900407015567853,-2.3258563286883525,True
22,처치,1,3.0,14.0,672.0600000000001,13837.0,16.0,54.730000000000004,2.0,1.0,1,39.18,11.0,10.0,346.48,7.0,3.0,1,1,3.0,2.70805020110221,6.511834478716894,0.0814361812933369,1,1.0,0.5094442175591969,0.037781363787605236,True
23,대조,0,2.0,27.0,759.23,76287.0,9.0,36.96,0.0,0.0,0,24.82,9.0,8.0,270.29,10.0,2.0,1,1,2.0,3.332204510175204,6.633621019075624,0.04868090038591731,0,0.0,0.10138777863500165,-2.1818990393831017,True
25,처치,1,6.0,9.0,349.83,126.0,4.0,5.51,0.0,0.0,1,2.67,2.0,2.0,184.03,4.0,6.0,1,1,6.0,2.302585092994046,5.860301775655642,0.015750507389303375,0,0.0,0.08442931566922526,-2.383632886233409,True
26,대조,0,10.0,7.0,213.43,104.0,4.0,9.55,0.0,0.0,0,11.379999999999999,7.0,4.0,155.23,6.0,10.0,1,1,10.0,2.0794415416798357,5.367983344781139,0.04474534976338847,0,0.0,0.08577876792813878,-2.3663010745582476,True
28,대조,0,8.0,18.0,307.26,97.0,2.0,3.67,0.0,0.0,0,3.49,1.0,1.0,50.46,6.0,8.0,1,1,8.0,2.9444389791664403,5.730943582718574,0.011944281715810714,0,0.0,0.09071652992018893,-2.3049173050264917,True
31,대조,0,41.0,3.0,127.71000000000001,35210.0,1.0,2.99,0.0,0.0,1,0.0,0.0,0.0,35.0,1.0,41.0,0,1,41.0,1.3862943611198906,4.857561811661286,0.023412418761255972,0,0.0,0.06193671326005755,-2.717704306751214,True
36,대조,0,1.0,12.0,101.21,35.0,1.0,4.49,0.0,0.0,0,0.0,0.0,0.0,63.63,4.0,1.0,0,1,1.0,2.5649493574615367,4.627029520340985,0.044363205216875805,0,0.0,0.0782119969809868,-2.466892215604955,True
37,대조,0,6.0,11.0,558.94,37123.0,1.0,11.88,0.0,0.0,0,3.39,1.0,1.0,231.1,5.0,6.0,1,1,6.0,2.4849066497880004,6.327829635131846,0.021254517479514796,0,0.0,0.10198340894919508,-2.1753784009959225,True
39,처치,1,30.0,7.0,506.75,209.0,6.0,19.720000000000002,0.0,1.0,1,4.27,4.0,4.0,216.78,2.0,30.0,1,1,30.0,2.0794415416798357,6.229989200460494,0.03891465219536261,0,1.0,0.6380710863961573,0.567001876539291,True
40,대조,0,1.0,57.0,1686.07,179168.0,18.0,33.910000000000004,0.0,0.0,1,21.81,8.0,8.0,1078.8,35.0,1.0,1,1,1.0,4.060443010546419,7.430748575461059,0.02011185775205063,0,0.0,0.10015109453341253,-2.1955468754226897,True
41,대조,0,1.0,11.0,286.42,130.0,2.0,7.55,0.0,0.0,0,0.0,0.0,0.0,194.15,4.0,1.0,0,1,1.0,2.4849066497880004,5.660944560646101,0.02635989106905942,0,0.0,0.09405905081707665,-2.2650513412000075,True
42,대조,0,6.0,14.0,302.34,217.0,20.0,58.41,0.0,0.0,1,30.71,15.0,10.0,182.92000000000002,8.0,6.0,1,1,6.0,2.70805020110221,5.7148542886232505,0.19319309386783093,0,0.0,0.06649174782804103,-2.6418719558266948,True
