household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c,p_score,logit_p,in_support,pair_id
19,대조,0,2.0,32.0,967.75,4601.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,541.29,23.0,2.0,0,1,2.0,3.4965075614664802,6.876006580667557,0.0,0,0.0,0.12138664865623286,-1.979364033126109,True,pair_1640_19
23,대조,0,1.0,22.0,635.3,62142.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,98.7,6.0,1.0,0,1,1.0,3.1354942159291497,6.455670150238746,0.0,0,0.0,0.06959357497340048,-2.592949257362543,True,pair_1732_23
43,처치,1,8.0,31.0,422.19,31245.0,38.0,20.18,0.0,0.0,1,0.0,0.0,0.0,31.96,10.0,8.0,0,1,8.0,3.4657359027997265,6.047821250775306,0.04779838461356262,0,0.0,0.107197059028922,-2.1196970718913777,True,pair_43_265
81,처치,1,5.0,21.0,574.4,313.0,1.0,9.49,0.0,0.0,0,0.0,0.0,0.0,201.78,9.0,5.0,0,1,5.0,3.091042453358316,6.355065451117447,0.01652158774373259,0,0.0,0.08119045478533776,-2.426281171191738,True,pair_81_301
108,처치,1,8.0,14.0,882.35,13291.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,190.8,1.0,8.0,0,1,8.0,2.70805020110221,6.783721498058689,0.0,0,0.0,0.09713945387727325,-2.2294204926333716,True,pair_108_1169
118,처치,1,3.0,10.0,620.56,28236.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,279.09000000000003,6.0,3.0,0,1,3.0,2.3978952727983707,6.432232446918533,0.0,0,0.0,0.06655821023022353,-2.6408016974873996,True,pair_118_2154
125,처치,1,4.0,46.0,1242.93,164402.0,0.0,0.0,0.0,2.0,0,0.0,0.0,0.0,520.06,19.0,4.0,0,1,4.0,3.8501476017100584,7.126031001619441,0.0,0,2.0,0.13961365621453856,-1.8185025159004726,True,pair_125_183
143,대조,0,4.0,93.0,1604.3700000000001,86413.0,3.0,1.29,0.0,0.0,0,0.0,0.0,0.0,1090.52,42.0,4.0,0,1,4.0,4.543294782270004,7.381109538591268,0.0008040539277099422,0,0.0,0.21429718443819049,-1.2992148597021416,True,pair_1803_143
149,대조,0,90.0,1.0,27.0,12392.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,557.27,8.0,90.0,0,1,90.0,0.6931471805599453,3.332204510175204,0.0,0,2.0,0.00729168885361034,-4.913701689472759,True,pair_160_149
160,처치,1,7.0,3.0,84.11,38.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,37.4,2.0,7.0,0,1,7.0,1.3862943611198906,4.4439445374888695,0.0,0,0.0,0.0072248249691353045,-4.922981220592764,True,pair_160_149
183,대조,0,1.0,18.0,196.31,105.0,40.0,31.11,0.0,1.0,0,17.85,13.0,12.0,114.48,11.0,1.0,1,1,1.0,2.9444389791664403,5.284776095981369,0.15847384239213488,0,1.0,0.13958504890196638,-1.8187406891214353,True,pair_125_183
209,대조,0,1.0,15.0,1098.83,25549.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,261.69,9.0,1.0,0,1,1.0,2.772588722239781,7.002910901388537,0.0,0,0.0,0.11828250006163236,-2.0087958782782342,True,pair_2274_209
232,대조,0,1.0,78.0,2303.22,121317.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,375.92,14.0,1.0,0,1,1.0,4.3694478524670215,7.7424975033683845,0.0,0,0.0,0.283553745721651,-0.9269015485149739,True,pair_1489_232
242,대조,0,50.0,6.0,543.54,225.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,197.39,4.0,50.0,0,1,50.0,1.9459101490553132,6.299941401566466,0.0,0,0.0,0.10660659674102392,-2.1258816320890834,True,pair_1985_242
251,처치,1,8.0,7.0,176.52,81.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,144.37,9.0,8.0,0,1,8.0,2.0794415416798357,5.179083278624338,0.0,0,0.0,0.017803902460260822,-4.0103733078052315,True,pair_251_2043
253,대조,0,4.0,50.0,1218.63,10578.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,369.74,13.0,4.0,0,1,4.0,3.9318256327243257,7.106302813040496,0.0,0,0.0,0.1647524536147024,-1.623284077422405,True,pair_1899_253
263,대조,0,1.0,46.0,1086.42,461.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,336.75,16.0,1.0,0,1,1.0,3.8501476017100584,6.991563197038542,0.0,0,0.0,0.14120635698917602,-1.805306318585211,True,pair_1167_263
265,대조,0,1.0,13.0,1108.43,585.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,110.72,5.0,1.0,0,1,1.0,2.6390573296152584,7.0116016488996475,0.0,0,0.0,0.1073051634150822,-2.1185680243506453,True,pair_43_265
273,대조,0,6.0,22.0,375.45,108.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,80.4,6.0,6.0,0,1,6.0,3.1354942159291497,5.930785236296131,0.0,0,0.0,0.04497875511012022,-3.0555433165633406,True,pair_1190_273
301,대조,0,5.0,7.0,762.91,297.0,1.0,2.0,0.0,0.0,1,0.0,0.0,0.0,426.25,6.0,5.0,0,1,5.0,2.0794415416798357,6.638449981180312,0.0026215412040738752,0,0.0,0.08122719946709941,-2.4257887072409208,True,pair_81_301
304,처치,1,2.0,39.0,757.35,56238.0,43.0,19.36,0.0,2.0,1,5.02,11.0,6.0,541.33,19.0,2.0,1,1,2.0,3.6888794541139363,6.631145020497406,0.025562817719680463,0,2.0,0.12279646512636044,-1.9662108165765542,True,pair_304_1509
317,대조,0,16.0,8.0,914.92,375.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,86.36,2.0,16.0,0,1,16.0,2.1972245773362196,6.819929024615557,0.0,0,1.0,0.10627519377085907,-2.129366007236464,True,pair_2149_317
324,대조,0,5.0,20.0,1235.35,90277.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,587.88,9.0,5.0,0,1,5.0,3.044522437723423,7.119918769453184,0.0,0,3.0,0.1265911842395415,-1.9314408620855126,True,pair_891_324
336,처치,1,23.0,13.0,244.71,103.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0,0,23.0,2.6390573296152584,5.50415197873961,0.0,0,0.0,0.03467123993319491,-3.326558204404132,True,pair_336_2211
351,처치,1,3.0,53.0,1574.63,11730.0,18.0,156.42,0.0,0.0,1,35.96,4.0,4.0,243.28,11.0,3.0,1,1,3.0,3.9889840465642745,7.36241047128106,0.09933762217155775,0,0.0,0.48414702113708424,-0.06343317692852557,True,pair_351_1746
358,대조,0,2.0,39.0,2147.18,794.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,677.88,11.0,2.0,0,1,2.0,3.6888794541139363,7.6723762510005065,0.0,0,0.0,0.24612702471081746,-1.1193761227522596,True,pair_1146_358
374,대조,0,1.0,29.0,1668.65,8645.0,1.0,3.19,0.0,3.0,0,0.0,0.0,0.0,499.63,6.0,1.0,0,1,1.0,3.4011973816621555,7.4203693026073445,0.0019117250471938393,0,3.0,0.15703919865573415,-1.6804250107705858,True,pair_1598_374
378,대조,0,1.0,45.0,732.61,27452.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,233.43,15.0,1.0,0,1,1.0,3.828641396489095,6.5979775522561095,0.0,0,1.0,0.0937030980344252,-2.269235706690636,True,pair_2112_378
