household_key,group,treatment,recency_days,pre_baskets,pre_sales,pre_quantity,pre_target_purchase_count,pre_target_sales,pre_coupon_redemptions,pre_campaign_count_raw,has_demographic,target_sales,target_quantity,target_purchase_count,total_sales,baskets,recency_days_filled,target_purchase,any_purchase,pre_recency_capped,log_pre_baskets,log_pre_sales,pre_target_share,pre_coupon_user,pre_campaign_count_c,p_score,logit_p,in_support
1,대조,0,2.0,10.0,648.23,319.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,96.19,4.0,2.0,0,1,2.0,2.3978952727983707,6.475787045293641,0.0,0,1.0,0.0650556984097697,-2.665243155443101,True
2,대조,0,32.0,4.0,190.86,66.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0,0,32.0,1.6094379124341003,5.256765939389801,0.0,0,0.0,0.025447160277631994,-3.6453745835467437,True
3,대조,0,4.0,6.0,503.33,301.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,89.8,2.0,4.0,0,1,4.0,1.9459101490553132,6.223230815713077,0.0,0,0.0,0.046398783821791204,-3.0229723235134935,True
4,대조,0,19.0,10.0,222.24,64.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,9.97,1.0,19.0,0,1,19.0,2.3978952727983707,5.408247425920233,0.0,0,0.0,0.028283663993414906,-3.5367795325532745,True
7,대조,0,3.0,7.0,312.02,174.0,16.0,36.04,0.0,0.0,1,0.0,0.0,0.0,268.54,3.0,3.0,0,1,3.0,2.0794415416798357,5.746267086262356,0.1155054163194667,0,0.0,0.1300537543014268,-1.9004835635697992,True
14,대조,0,7.0,23.0,446.5,23239.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,332.46,19.0,7.0,0,1,7.0,3.1780538303479458,6.10367653771491,0.0,0,1.0,0.051833384363054735,-2.9064958142563055,True
17,대조,0,4.0,20.0,667.39,47330.0,0.0,0.0,0.0,2.0,1,0.0,0.0,0.0,259.7,8.0,4.0,0,1,4.0,3.044522437723423,6.504871835508183,0.0,0,2.0,0.07390912817143015,-2.5281360226417333,True
18,대조,0,2.0,18.0,719.79,332.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,363.68,11.0,2.0,0,1,2.0,2.9444389791664403,6.580347832723973,0.0,0,0.0,0.08358305261913768,-2.394630664166664,True
19,대조,0,2.0,32.0,967.75,4601.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,541.29,23.0,2.0,0,1,2.0,3.4965075614664802,6.876006580667557,0.0,0,0.0,0.12138664865623286,-1.979364033126109,True
23,대조,0,1.0,22.0,635.3,62142.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,98.7,6.0,1.0,0,1,1.0,3.1354942159291497,6.455670150238746,0.0,0,0.0,0.06959357497340048,-2.592949257362543,True
25,대조,0,2.0,11.0,392.62,14180.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,99.0,5.0,2.0,0,1,2.0,2.4849066497880004,5.975385976895291,0.0,0,1.0,0.040539201396901536,-3.1641020168547422,True
26,대조,0,12.0,10.0,251.83,132.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0,0,12.0,2.3978952727983707,5.532717326117946,0.0,0,0.0,0.02878114829386162,-3.5188312311665926,True
27,대조,0,1.0,72.0,1389.44,625.0,0.0,0.0,0.0,3.0,1,0.0,0.0,0.0,401.23,25.0,1.0,0,1,1.0,4.290459441148391,7.237375522796971,0.0,0,3.0,0.1645762880126946,-1.6245648160332222,True
28,대조,0,1.0,12.0,185.77,60.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,256.59,13.0,1.0,0,1,1.0,2.5649493574615367,5.229877913325516,0.0,0,0.0,0.01849707840435974,-3.9714721948517138,True
31,대조,0,45.0,1.0,35.0,16914.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,396.56,2.0,45.0,0,1,45.0,0.6931471805599453,3.58351893845611,0.0,0,0.0,0.005182106029244793,-5.257348156276517,False
32,대조,0,15.0,9.0,182.3,92.0,0.0,0.0,0.0,3.0,0,0.0,0.0,0.0,131.28,4.0,15.0,0,1,15.0,2.302585092994046,5.21112415484566,0.0,0,3.0,0.018287556452568566,-3.983077584837531,True
36,대조,0,7.0,15.0,147.32,46.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,187.93,9.0,7.0,0,1,7.0,2.772588722239781,4.999372101817545,0.0,0,0.0,0.016739140448529886,-4.073124739216253,True
37,대조,0,2.0,12.0,631.86,39215.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,310.44,4.0,2.0,0,1,2.0,2.5649493574615367,6.4502492286463635,0.0,0,0.0,0.06316814750477788,-2.696703634161089,True
38,대조,0,8.0,7.0,85.46000000000001,32.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,8.0,2.0794415416798357,4.4596818792394854,0.0,0,1.0,0.008113063719885317,-4.806133557835759,True
39,대조,0,25.0,4.0,328.9,149.0,0.0,0.0,0.0,2.0,1,8.99,1.0,1.0,315.84000000000003,2.0,25.0,1,1,25.0,1.6094379124341003,5.798789578234536,0.0,0,2.0,0.038724918424030884,-3.2117773333909017,True
41,대조,0,8.0,10.0,301.14,141.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,151.43,4.0,8.0,0,1,8.0,2.3978952727983707,5.710890486115579,0.0,0,0.0,0.03235363971900369,-3.3981401649871117,True
42,대조,0,4.0,14.0,290.65,232.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,80.81,4.0,4.0,0,1,4.0,2.70805020110221,5.675554453199647,0.0,0,0.0,0.03410195307360387,-3.3437036296234903,True
43,처치,1,8.0,31.0,422.19,31245.0,38.0,20.18,0.0,0.0,1,0.0,0.0,0.0,31.96,10.0,8.0,0,1,8.0,3.4657359027997265,6.047821250775306,0.04779838461356262,0,0.0,0.107197059028922,-2.1196970718913777,True
45,대조,0,6.0,16.0,235.56,100.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,23.64,1.0,6.0,0,1,6.0,2.833213344056216,5.466201875544222,0.0,0,0.0,0.02672166198717576,-3.5951955561033473,True
46,대조,0,9.0,16.0,1113.19,400.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,199.28,5.0,9.0,0,1,9.0,2.833213344056216,7.015882962497076,0.0,0,0.0,0.13504542246803575,-1.8570658094556296,True
47,대조,0,1.0,17.0,266.54,84.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,142.84,9.0,1.0,0,1,1.0,2.8903717578961645,5.58926908786744,0.0,0,0.0,0.02831281790817713,-3.535719291813593,True
48,대조,0,45.0,1.0,13.12,6.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,45.0,0,0,45.0,0.6931471805599453,2.647592232065096,0.0,0,0.0,0.001979575817882235,-6.222891152852017,False
51,대조,0,8.0,10.0,580.77,251.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,169.28,4.0,8.0,0,1,8.0,2.3978952727983707,6.366075180620248,0.0,0,1.0,0.05864504591056201,-2.7758171750778984,True
55,대조,0,4.0,18.0,95.3,59.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,27.17,10.0,4.0,0,1,4.0,2.9444389791664403,4.56746831880408,0.0,0,0.0,0.011662504568687518,-4.439645276068752,True
56,대조,0,4.0,30.0,977.21,449.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,464.14,11.0,4.0,0,1,4.0,3.4339872044851463,6.885724370911315,0.0,0,0.0,0.12452452883883953,-1.950264419099466,True
64,대조,0,2.0,41.0,430.74,220.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,226.32,17.0,2.0,0,1,2.0,3.7376696182833684,6.067823555206731,0.0,0,0.0,0.05431906595033556,-2.857029945358479,True
67,대조,0,6.0,20.0,645.67,29073.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,385.61,11.0,6.0,0,1,6.0,3.044522437723423,6.471836118015154,0.0,0,0.0,0.08140052061615573,-2.423468536378051,True
71,대조,0,1.0,10.0,352.76,83.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,297.28000000000003,7.0,1.0,0,1,1.0,2.3978952727983707,5.868618717109136,0.0,0,0.0,0.037190207078464266,-3.2538104011071822,True
73,대조,0,4.0,36.0,823.99,52208.0,2.0,20.97,0.0,0.0,0,0.0,0.0,0.0,208.39,7.0,4.0,0,1,4.0,3.6109179126442243,6.7153712650490975,0.025449337977402637,0,0.0,0.1359085906224647,-1.8496960291175997,True
77,대조,0,2.0,6.0,449.03000000000003,206.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,246.34,6.0,2.0,0,1,2.0,1.9459101490553132,6.109314247208909,0.0,0,0.0,0.04394052865636986,-3.0799830214270374,True
79,대조,0,3.0,24.0,690.48,24640.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,318.7,17.0,3.0,0,1,3.0,3.2188758248682006,6.538834228054586,0.0,0,0.0,0.07878712485883729,-2.458941550939376,True
80,대조,0,4.0,12.0,245.85,149.0,3.0,4.2,0.0,0.0,1,0.0,0.0,0.0,210.95,7.0,4.0,0,1,4.0,2.5649493574615367,5.508780864704872,0.017083587553386213,0,0.0,0.0348656690868793,-3.3207646433914926,True
